id,nuc,name,parent,total
NLML,NLML,Inner West Council. Inner West Council Library and History Leichhardt Branch.,12166,129799
7075,,Inner West Council. Stanmore Branch Library.,12166,0
13666,,"International College of Management, Sydney.",,0
NICMS,NICMS,"International College of Management, Sydney. ICMS Library.",13666,0
NICM,NICM,"International College of Management, Sydney. Pollard Resource Centre.",13666,0
NINV,NINV,Inverell Shire Council. Inverell Shire Public Library.,,15366
7792,,Inverell Shire Council. Inverell Shire Public Library. Ashford Branch Library.,NINV,0
VILH,VILH,Inverloch Historical Society.,,963
AIPO,AIPO,IP Australia. IP Australia Library.,,8257
QIPS,QIPS,Ipswich Libraries.,,133842
301857,,Ipswich Libraries. Ipswich Library.,QIPS,0
4654,,Ipswich Libraries. Mobile Library.,QIPS,0
QIPS:PI,QIPS:PI,Ipswich Libraries. Picture Ipswich.,QIPS,11305
7298,,Ipswich Libraries. Redbank Plains Library.,QIPS,0
4655,,Ipswich Libraries. Redbank Plaza Library.,QIPS,0
WIRW,WIRW,Irwin District Historical Society Inc. Irwin District Museum & Research Centre.,,67
QDYS,QDYS,Isaac Regional Council. Dysart Library.,,31064
XJABI,XJABI,Jabiru Town Council. Jabiru Public Library.,,83794
NJB,NJB,James Bennett.,,8
16914,,James Cook University.,,288186
QJCU,QJCU,James Cook University. Eddie Koiki Mabo Library.,16914,285200
QJCU:IR,QJCU:IR,James Cook University. Eddie Koiki Mabo Library. Townsville Campus Library: Institutional Repository.,QJCU,58093
342520,,James Cook University. JCU Cairns Library.,16914,0
QJCU:ANDS,QJCU:ANDS,James Cook University. Research Data via ANDS.,16914,2986
NJSN,NJSN,Jessie Street National Women's Library.,,13605
332437,,JMC Academy.,,2973
QJMC,QJMC,JMC Academy. Brisbane Campus Library.,332437,848
VJMC,VJMC,JMC Academy. Melbourne Campus Library.,332437,997
NJMC,NJMC,JMC Academy. Sydney Campus Library.,332437,1128
QJPC,QJPC,John Paul College. John Paul College Senior Library.,,0
12003,,Justice and Community Safety Directorate.,,3583
AAMC,AAMC,Justice and Community Safety Directorate. Alexander Machonochie Centre Library.,12003,0
ACT:LAW,ACT:LAW,Justice and Community Safety Directorate. Justice & Community Safety Directorate Library.,12003,3583
NKBSL,NKBSL,Kambala. Bain Senior Library.,,0
VKIT,VKIT,Kangan Institute. Broadmeadows Campus Library  and Learning  Centre.,,0
SKIL,SKIL,Kangaroo Island Council. Kangaroo Island Library.,,11099
NFSIA,NFSIA,Kaplan Professional. Library.,,0
VKIC,VKIC,Kardinia International College. Learning Resource Centre.,,0
XKATR:KH,XKATR:KH,Katherine High School. Library Resource Centre.,,13394
XKATH,XKATH,Katherine Town Council. Katherine Public Library.,,82836
WKEL,WKEL,Kellerberrin Shire Council. Kellerberrin Community Resource Centre and Library.,,0
NKEM,NKEM,Kempsey Shire Council. Kempsey Shire Library.,,0
7489,,Kempsey Shire Council. Kempsey Shire Library. South West Rocks Branch.,NKEM,0
7488,,Kempsey Shire Council. Kempsey Shire Library. Stuarts Point Branch.,NKEM,0
QKSHS,QKSHS,Kenmore State High School.,,0
13756,,Kent Shire Council Libraries.,,0
WNYA,WNYA,Kent Shire Council Libraries. Nyabing Library.,13756,0
WPIN,WPIN,Kent Shire Council Libraries. Pingrup Library.,13756,0
VCKOM,VCKOM,Kett Optometry Museum.,,3829
VKHI,VKHI,Kew Historical Society.,,5928
VKHIL,VKHIL,Kew Historical Society. Kew Historical Society Library.,VKHI,0
VKGG,VKGG,Kilvington Grammar School. Kilvington Grammar School - McKie Library.,,0
QKING,QKING,King's Christian College.,,0
VKAC,VKAC,Kingston Arts Centre.,,64
SKCS,SKCS,Kingston Community School. Kingston School Community Library.,,16264
12887,,Kingston Information and Library Service.,,90848
7429,,Kingston Information and Library Service. Chelsea Library.,12887,0
7426,,Kingston Information and Library Service. Cheltenham Library.,12887,0
7430,,Kingston Information and Library Service. Clarinda Library.,12887,0
7432,,Kingston Information and Library Service. Dingley Library.,12887,0
7431,,Kingston Information and Library Service. Highett Library.,12887,0
VKING,VKING,Kingston Information and Library Service. Kingston Information & Library Service.,12887,90848
VKL,VKL,Kingston Information and Library Service. Kingston Libraries.,12887,0
326897,,Kingston Information and Library Service. Moorabbin Library.,12887,0
326898,,Kingston Information and Library Service. Parkdale Library.,12887,0
326917,,Kingston Information and Library Service. Patterson Lakes Library.,12887,0
4454,,Kingston Information and Library Service. Warrigal Road Library.,12887,0
13787,,Kondinin Shire Council Libraries.,,0
WHYN,WHYN,Kondinin Shire Council Libraries. Hyden Public Library.,13787,0
WKON,WKON,Kondinin Shire Council Libraries. Kondinin Library.,13787,0
WKDA,WKDA,Koorda Shire Council. Koorda Public Library.,,0
NKML,NKML,Ku-ring-gai Council Libraries. Ku-ring-gai Library.,,87575
7502,,Ku-ring-gai Council Libraries. Ku-ring-gai Library. Lindfield Library.,NKML,0
7501,,Ku-ring-gai Council Libraries. Ku-ring-gai Library. St Ives Library.,NKML,0
7499,,Ku-ring-gai Council Libraries. Ku-ring-gai Library. Turramurra Library.,NKML,0
NKCHS,NKCHS,Kurrajong-Comleroy Historical Society Inc.,,5431
19796,,La Trobe University.,,10206
VLU,VLU,La Trobe University. La Trobe University Library.,19796,1
VLU:ANDS,VLU:ANDS,La Trobe University. Research Data via ANDS.,19796,501
VSCT,VSCT,La Trobe University. Sunraysia Institute of TAFE AND La Trobe University - Mildura Campus Library.,19796,9704
WLJBC,WLJBC,Lake Joondalup Baptist College.,,0
135204,,Lake Joondalup Baptist College. LJBC Library.,WLJBC,0
NLMPL,NLMPL,Lake Mac Libraries.,,81449
5377,,Lake Mac Libraries. Belmont  Library.,NLMPL,0
9486,,Lake Mac Libraries. Cardiff  Library.,NLMPL,0
5378,,Lake Mac Libraries. Charlestown  Library.,NLMPL,0
5371,,Lake Mac Libraries. Edgeworth  Library.,NLMPL,0
5380,,Lake Mac Libraries. Mobile and Special Library Services.,NLMPL,0
9813,,Lake Mac Libraries. Morisset  Library.,NLMPL,0
5379,,Lake Mac Libraries. Speers Point Library and Information Services.,NLMPL,0
5370,,Lake Mac Libraries. Swansea  Library.,NLMPL,0
5376,,Lake Mac Libraries. Toronto  Library.,NLMPL,0
5375,,Lake Mac Libraries. Wangi Wangi Library.,NLMPL,0
5372,,Lake Mac Libraries. Windale  Library.,NLMPL,0
NLCOV,NLCOV,Lane Cove Municipal Council. Lane Cove Library .,,10927
4455,,Lane Cove Municipal Council. Lane Cove Library . Greenwich Library.,NLCOV,0
VLMERC,VLMERC,Languages and Multicultural Education Resource Centre .,,1
VLTV,VLTV,Latrobe City Library. Morwell Public Library.,,79088
TLMI,TLMI,Launceston Mechanics Institute.,,14114
NLC,NLC,Legal Aid NSW Library.,,377
QLAO,QLAO,Legal Aid Queensland Library Services.,,2106
SLCS,SLCS,Leigh Creek School. Leigh Creek Community Library.,,11571
APLS,APLS,Libraries ACT.,,740248
APLS:AHL,APLS:AHL,Libraries ACT. ACT Heritage Library .,APLS,45682
9782,,Libraries ACT. Belconnen Library.,APLS,0
237457,,Libraries ACT. Civic Library.,APLS,0
237479,,Libraries ACT. Dickson Library.,APLS,0
237477,,Libraries ACT. Erindale Library.,APLS,0
237480,,Libraries ACT. Gungahlin Library.,APLS,0
331897,,Libraries ACT. Kingston Library.,APLS,0
237637,,Libraries ACT. Kippax Library.,APLS,0
APLS:NED,APLS:NED,Libraries ACT. National edeposit (ACT).,APLS,83458
5813,,Libraries ACT. Tuggeranong Library.,APLS,0
331898,,Libraries ACT. Woden Library.,APLS,0
TSL,TSL,Libraries Tasmania.,,461521
9044,,Libraries Tasmania. Allport Library and Museum of Fine Arts.,TSL,0
TSL:NED,TSL:NED,Libraries Tasmania. National edeposit (TAS).,TSL,84468
20076,,Libraries Tasmania. State Library of Tasmania.,TSL,0
20057,,Libraries Tasmania. Tasmanian Archive and Heritage Office.,TSL,0
20036,,Libraries Tasmania. W L Crowther.,TSL,0
XNLS,XNLS,Library & Archives NT.,,574301
XNLS:DL,XNLS:DL,Library & Archives NT. Digital LANT.,XNLS,5
XNLS:GC,XNLS:GC,Library & Archives NT. General Collection.,XNLS,71308
XNLS:ED,XNLS:ED,Library & Archives NT. NT edeposit.,XNLS,2
XNLS:DIG,XNLS:DIG,Library & Archives NT. NTL Digital Branch.,XNLS,0
XNLS:NED,XNLS:NED,Library & Archives NT. National edeposit (NT).,XNLS,83442
XNLS:AC,XNLS:AC,Library & Archives NT. Northern Territory Archives Centre.,XNLS,1185
XNLS:NC,XNLS:NC,Library & Archives NT. Northern Territory Library.,XNLS,29291
XNLS:E,XNLS:E,Library & Archives NT. Northern Territory Public Libraries Network.,XNLS,0
XNLS:NS,XNLS:NS,Library & Archives NT. Offsite Storage - NTC.,XNLS,10065
XNLS:GS,XNLS:GS,Library & Archives NT. Offsite Storage.,XNLS,82715
XNLS:PL,XNLS:PL,Library & Archives NT. Parliamentary Library Service.,XNLS,333
SLRP,SLRP,Light Regional Public Library Service. Kapunda Public Library.,,21705
NLIN,NLIN,Linnean Society of New South Wales.,,1
VDHL,VDHL,Linton and District Historical Society Inc.,,83
NLRL,NLRL,Lithgow Library Learning Centre.,,388
7049,,Lithgow Library Learning Centre. Portland Branch Library.,NLRL,0
7051,,Lithgow Library Learning Centre. Rydal Branch Library.,NLRL,0
7046,,Lithgow Library Learning Centre. Wallerawang Branch Library.,NLRL,0
13880,,Liverpool City Library.,,111676
NLIVL,NLIVL,Liverpool City Library.,13880,92932
339057,,Liverpool City Library. Carnes Hill Branch Library.,NLIVL,0
281,,Liverpool City Library. Casula Branch Library.,NLIVL,0
286,,Liverpool City Library. Green Valley Branch Library.,NLIVL,0
288,,Liverpool City Library. Miller Branch Library.,NLIVL,0
291,,Liverpool City Library. Moorebank Branch Library.,NLIVL,0
298,,Liverpool City Library. Noahs Ark Toy Library.,NLIVL,0
NWESCOL,NWESCOL,Liverpool City Library. West South West Community Language Collection.,13880,18744
QLS,QLS,Lockyer Valley Libraries. Laidley Library.,,0
VLMRH,VLMRH,Loddon Mallee Rural Health Alliance.,,0
QLCL,QLCL,Logan City Council Libraries.,,40778
325297,,Logan City Council Libraries. Beenleigh Library.,QLCL,0
7674,,Logan City Council Libraries. Greenbank Library.,QLCL,0
7675,,Logan City Council Libraries. Jimboomba Library.,QLCL,0
4304,,Logan City Council Libraries. Logan Central Library.,QLCL,0
5962,,Logan City Council Libraries. Logan Hyperdome Library.,QLCL,0
5963,,Logan City Council Libraries. Logan North Library.,QLCL,0
9674,,Logan City Council Libraries. Logan Village Library.,QLCL,0
5972,,Logan City Council Libraries. Logan West Library.,QLCL,0
5960,,Logan City Council Libraries. Marsden Library.,QLCL,0
NLKIR,NLKIR,Loreto  Kirribilli.,,0
168,,Loreto  Kirribilli. Junior School Library.,NLKIR,0
165,,Loreto  Kirribilli. Senior School Library.,NLKIR,0
13896,,"Loreto College, Ballarat.",,305
VLOR,VLOR,"Loreto College, Ballarat. Loreto College, Ballarat Library.",13896,0
VLOR:A,VLOR:A,"Loreto College, Ballarat. Loreto Province Archives.",13896,305
NLNOR,NLNOR,Loreto Normanhurst.,,0
4554,,Loreto Normanhurst. Learning Resource Centre.,NLNOR,0
QLHC,QLHC,"Lourdes Hill College, Hawthorne.",,0
VLOW,VLOW,Lowther Hall Anglican Grammar School. Learning Resource Centre.,,65112
XALIR:LA,XALIR:LA,Ltyentye Apurte Community. Ltyentye Apurte Community & School Library.,,4695
QPLC,QPLC,Lutheran Church of Australia (Queensland District). St Peters Lutheran College.,,0
NMAAS,NMAAS,Macarthur Anglican School.,,0
QMC,QMC,Mackay Regional Libraries. Mackay Regional Council Libraries.,,91341
NMLY,NMLY,MacLeay College. Library.,,0
13933,,Macquarie Regional Library.,,42891
NCOS,NCOS,Macquarie Regional Library. Coolah Shire Library.,13933,0
1330,,Macquarie Regional Library. Coonabarabran Branch Library.,13933,0
8860,,Macquarie Regional Library. Dunedoo Branch Library.,13933,0
NMAC,NMAC,Macquarie Regional Library.,13933,42891
8857,,Macquarie Regional Library. Mendooran Branch Library.,13933,0
1337,,"Macquarie Regional Library. Moli, the Mobile Library.",13933,0
1340,,Macquarie Regional Library. Narromine Branch Library.,13933,0
1335,,Macquarie Regional Library. Regional Office.,13933,0
1344,,Macquarie Regional Library. Trangie Branch Library.,13933,0
1342,,Macquarie Regional Library. Wellington Branch Library.,13933,0
13935,,Macquarie University.,,754100
NMQU,NMQU,Macquarie University. Macquarie University Library.,13935,752590
NMQU:IR,NMQU:IR,Macquarie University. Macquarie University Library. Macquarie University Library: Institutional Repository.,NMQU,104593
NMQU:MA,NMQU:MA,Macquarie University. Macquarie University Media Archives.,13935,118
NMQU:ANDS,NMQU:ANDS,Macquarie University. Research Data via ANDS.,13935,1392
WMR,WMR,Main Roads Western Australia. Main Roads Western Australia Library.,,105
13941,,Maitland City Council.,,88505
NMCL:C,NMCL:C,Maitland City Council. Maitland City Collections.,13941,7708
NMCL,NMCL,Maitland City Council. Maitland City Library.,13941,80797
2236,,Maitland City Council. Maitland City Library. East Maitland Library.,NMCL,0
9572,,Maitland City Council. Maitland City Library. Rutherford Library.,NMCL,0
2238,,Maitland City Council. Maitland City Library. Thornton Library.,NMCL,0
VMBB,VMBB,Maldon Brass Band.,,133
VMAS,VMAS,Maldon Masonic Centre Association Inc..,,290
VMLD,VMLD,Maldon Museum & Archives Association Inc.,,1
VMVM,VMVM,Maldon Vintage Machinery Museum.,,167
SLAS,SLAS,Mallee Libraries. Pinnaroo School Community Library.,,18773
WMHP,WMHP,Manjimup Heritage Park.,,68
AMCC,AMCC,Manning Clark House. Manning Clark House Library.,,1948
QMSH,QMSH,Mansfield State High School.,,0
YMAR,YMAR,Marcive Inc.,,1
VMOF,VMOF,Marcus Oldham College. Sir James Darling Resource Centre.,,0
QMREE,QMREE,Mareeba Shire Council. Mareeba Shire Library.,,34893
VFPL,VFPL,Maribyrnong Library Service.,,81838
7397,,Maribyrnong Library Service. Footscray Library.,VFPL,0
3652,,Maribyrnong Library Service. Footscray West.,VFPL,0
9459,,Maribyrnong Library Service. Maribyrnong Library.,VFPL,0
9460,,Maribyrnong Library Service. Yarraville Library.,VFPL,0
SML,SML,Marion Libraries. Cultural Centre Library.,,90662
QMCA,QMCA,"Marist College, Ashgrove. Marist College Library.",,0
NMSC,NMSC,"Marist Sisters College, Woolwich.",,0
TMMT,TMMT,Maritime Museum of Tasmania.,,17244
QMMC,QMMC,Mary MacKillop College.,,0
VMC,VMC,Mazenod College. Mazenod College Library.,,33461
NMDM,NMDM,MDM Entertainment.,,21
VMCC,VMCC,Melbourne Cricket Club. Melbourne Cricket Club Library.,,1306
VMELG,VMELG,Melbourne Grammar School.,,0
4213,,Melbourne Grammar School. Morris Library.,VMELG,0
VNMT,VNMT,Melbourne Polytechnic.,,62328
6183,,Melbourne Polytechnic. Collingwood Campus Library.,VNMT,0
6184,,Melbourne Polytechnic. Epping Campus Library.,VNMT,0
6182,,Melbourne Polytechnic. Fairfield Campus Library.,VNMT,0
6181,,Melbourne Polytechnic. Heidelberg Campus Library.,VNMT,0
6179,,Melbourne Polytechnic. Prahran Campus Library.,VNMT,0
7822,,Melbourne Polytechnic. Preston Campus Library.,VNMT,0
77020,,Melton City Council.,,50653
276477,,Melton City Council. Caroline Springs Library & Learning Hub.,77020,0
VMLT:CHC,VMLT:CHC,Melton City Council. Community Heritage Collection.,77020,557
VMLT,VMLT,Melton City Council. Melton Library & Learning Hub.,77020,50096
VMGGS,VMGGS,Mentone Girls' Grammar School. Kerferd Library .,,69843
WMEN,WMEN,Menzies Library and Information Service. Menzies Library.,,0
QMCM,QMCM,"Mercy College, Mackay.",,0
WMHS,WMHS,Merredin Railway Museum.,,1326
VMOR,VMOR,Merri-bek Libraries. Merri-bek City Libraries.,,117650
WMLC,WMLC,Methodist Ladies' College - Claremont. Walter Shepherd Resource Centre.,,0
VMLC,VMLC,Methodist Ladies' College - Melbourne. MLC Libraries.,,15248
337258,,Metro South Health.,,295
QPAH,QPAH,Metro South Health. PAH Library and Knowledge Centre.,337258,295
QQE,QQE,Metro South Health. Queen Elizabeth II Jubilee Hospital Library.,337258,0
QBD,QBD,Metro South Health. Redland Hospital Library.,337258,0
SCAM,SCAM,Mid Murray Council. Cambrai School Community Library.,,38732
331977,,Mid North Coast Local Health District.,,2331
NMCH,NMCH,Mid North Coast Local Health District. Mid North Coast Local Health District Library.,331977,0
NPMH,NPMH,Mid North Coast Local Health District. PMBH Health Services Library.,331977,2331
NMRC,NMRC,Mid-Western Regional Council Library.,,29781
7521,,Mid-Western Regional Council Library. Gulgong Branch Library.,NMRC,0
343341,,Mid-Western Regional Council Library. Kandos Branch Library.,NMRC,0
343342,,Mid-Western Regional Council Library. Rylstone Branch Library.,NMRC,0
13477,,MidCoast Council.,,86831
6445,,MidCoast Council. Bulahdelah Branch Library.,13477,0
NGLS,NGLS,MidCoast Council. Forster Library (Central Library).,13477,86831
3825,,MidCoast Council. Gloucester Library.,13477,0
327537,,MidCoast Council. Hallidays Point Library.,13477,0
327557,,MidCoast Council. Harrington Library.,13477,0
3817,,MidCoast Council. Nabiac Branch Library.,13477,0
3819,,MidCoast Council. Stroud Branch Library.,13477,0
NTAR,NTAR,MidCoast Council. Taree Library.,13477,0
3816,,MidCoast Council. Tea Gardens Library.,13477,0
3820,,MidCoast Council. Wingham Library.,13477,0
VMID,VMID,Middletons.,,0
8606,,Middletons. Melbourne Library.,VMID,0
8605,,Middletons. Sydney Library.,VMID,0
WMDHS,WMDHS,Midland and Districts Historical Society.,,130
VMIL,VMIL,Mildura Rural City Council Library Service. Mildura Library.,,71128
XMCSL,XMCSL,Milingimbi Community Government Council. Milingimbi Community & School Library.,,1960
VMCPF,VMCPF,Millewa Community Pioneer Forest & Historical Society.,,61
VCPI,VCPI,Mindful - Centre for Training and Research in Developmental Health. Mindful Library.,,1952
